time,temperature
2024-01-01T03:30:23,84
2024-01-01T03:38:17,41
2024-01-01T01:06:07,21
2024-01-01T03:50:50,11
2024-01-01T01:59:46,57
2024-01-01T04:02:46,44
2024-01-01T02:08:10,38
2024-01-01T03:22:32,64
2024-01-01T00:04:33,93
2024-01-01T01:25:35,63
2024-01-01T01:59:56,47
2024-01-01T00:08:25,5
2024-01-01T01:23:49,59
2024-01-01T01:45:05,79
2024-01-01T00:27:16,37
2024-01-01T02:12:46,45
2024-01-01T02:53:31,56
2024-01-01T02:18:54,49
2024-01-01T03:27:15,45
2024-01-01T01:10:55,90
2024-01-01T01:56:07,92
2024-01-01T00:40:34,5
2024-01-01T00:54:27,87
2024-01-01T01:20:49,58
2024-01-01T02:08:02,69
2024-01-01T03:26:18,51
2024-01-01T02:22:29,68
2024-01-01T03:35:12,14
2024-01-01T01:45:40,17
2024-01-01T01:25:30,8
2024-01-01T01:30:40,53
2024-01-01T02:56:01,31
2024-01-01T02:57:27,79
2024-01-01T01:24:51,24
2024-01-01T04:01:13,11
2024-01-01T03:30:56,18
2024-01-01T00:34:16,1
2024-01-01T02:58:56,46
2024-01-01T02:32:34,45
2024-01-01T02:43:51,43
2024-01-01T01:36:58,7
2024-01-01T04:07:41,55
2024-01-01T02:12:48,58
2024-01-01T01:45:10,93
2024-01-01T01:50:44,77
2024-01-01T03:27:18,77
2024-01-01T03:45:43,56
2024-01-01T00:59:46,9
2024-01-01T03:07:20,85
2024-01-01T03:37:05,34
2024-01-01T00:08:24,29
2024-01-01T02:21:53,39
2024-01-01T03:41:03,14
2024-01-01T02:01:29,37
2024-01-01T03:59:47,88
2024-01-01T02:17:27,6
2024-01-01T03:09:30,14
2024-01-01T00:23:44,87
2024-01-01T00:13:21,99
2024-01-01T02:21:43,30
2024-01-01T00:48:36,29
2024-01-01T01:27:59,86
2024-01-01T03:30:21,94
2024-01-01T02:40:38,19
2024-01-01T03:12:22,24
2024-01-01T01:30:46,34
2024-01-01T00:27:14,53
2024-01-01T00:52:36,13
2024-01-01T02:39:40,69
2024-01-01T03:38:00,41
2024-01-01T03:42:05,38
2024-01-01T03:57:09,83
2024-01-01T03:34:35,21
2024-01-01T03:23:37,3
2024-01-01T01:33:37,41
2024-01-01T01:52:02,74
2024-01-01T01:39:30,67
2024-01-01T02:08:04,74
2024-01-01T02:10:43,99
2024-01-01T01:29:45,36
2024-01-01T03:12:46,29
2024-01-01T01:51:27,48
2024-01-01T00:16:30,14
2024-01-01T02:33:52,29
2024-01-01T01:16:22,42
2024-01-01T00:16:13,17
2024-01-01T01:00:23,100
2024-01-01T03:55:18,31
2024-01-01T01:39:07,61
2024-01-01T03:31:18,70
2024-01-01T03:50:25,26
2024-01-01T00:44:32,68
2024-01-01T03:15:23,60
2024-01-01T03:07:07,85
2024-01-01T00:57:25,2
2024-01-01T01:29:58,39
2024-01-01T01:45:46,20
2024-01-01T03:04:23,62
2024-01-01T00:14:46,5
2024-01-01T02:42:59,3
2024-01-01T00:50:03,91
2024-01-01T01:19:11,60
2024-01-01T01:19:12,15
2024-01-01T03:55:15,66
2024-01-01T00:26:16,49
2024-01-01T01:03:20,4
2024-01-01T03:03:02,25
2024-01-01T00:10:13,58
2024-01-01T00:38:54,66
2024-01-01T01:16:55,49
2024-01-01T03:53:20,23
2024-01-01T03:39:07,75
2024-01-01T00:31:13,27
2024-01-01T00:38:09,66
2024-01-01T00:53:56,24
2024-01-01T00:50:23,88
2024-01-01T01:40:39,45
2024-01-01T00:06:41,55
2024-01-01T01:20:28,49
2024-01-01T00:09:00,87
2024-01-01T00:10:36,23
2024-01-01T00:35:38,70
2024-01-01T00:25:49,38
2024-01-01T00:46:36,48
2024-01-01T03:17:17,1
2024-01-01T01:10:00,83
2024-01-01T00:36:11,7
2024-01-01T01:11:22,71
2024-01-01T02:30:48,92
2024-01-01T01:15:32,22
2024-01-01T00:58:55,48
2024-01-01T01:15:57,45
2024-01-01T01:37:38,35
2024-01-01T02:55:26,4
2024-01-01T03:34:01,55
2024-01-01T00:29:44,60
2024-01-01T01:57:49,62
2024-01-01T00:30:33,75
2024-01-01T00:39:33,6
2024-01-01T03:05:24,49
2024-01-01T01:36:05,85
2024-01-01T00:06:50,93
2024-01-01T02:54:52,80
2024-01-01T02:50:53,99
2024-01-01T03:07:04,46
2024-01-01T01:05:03,28
2024-01-01T01:15:58,46
2024-01-01T01:33:41,83
2024-01-01T02:02:19,63
2024-01-01T00:35:30,63
2024-01-01T01:38:16,40
2024-01-01T00:03:33,77
2024-01-01T02:03:36,10
2024-01-01T03:55:14,87
2024-01-01T04:07:45,67
2024-01-01T01:41:20,68
2024-01-01T01:48:05,30
2024-01-01T01:39:46,51
2024-01-01T02:31:17,86
2024-01-01T01:07:36,24
2024-01-01T00:22:30,19
2024-01-01T00:03:00,87
2024-01-01T01:48:55,61
2024-01-01T03:56:17,40
2024-01-01T02:52:25,11
2024-01-01T03:30:28,48
2024-01-01T01:52:39,48
2024-01-01T03:35:37,32
2024-01-01T02:38:51,43
2024-01-01T01:34:17,45
2024-01-01T00:23:37,6
2024-01-01T03:06:55,59
2024-01-01T02:57:38,43
2024-01-01T01:16:32,43
2024-01-01T02:40:20,85
2024-01-01T00:26:35,65
2024-01-01T03:38:50,85
2024-01-01T02:58:35,34
2024-01-01T03:30:15,8
2024-01-01T00:59:28,60
2024-01-01T03:12:49,38
2024-01-01T04:01:27,87
2024-01-01T01:26:18,69
2024-01-01T01:51:33,86
2024-01-01T02:40:23,6
2024-01-01T03:03:47,23
2024-01-01T00:26:17,17
2024-01-01T03:03:04,44
2024-01-01T01:00:03,50
2024-01-01T02:05:12,75
2024-01-01T00:43:04,47
2024-01-01T01:49:57,1
2024-01-01T03:57:51,36
2024-01-01T00:45:03,74
2024-01-01T02:28:46,31
2024-01-01T03:42:55,67
2024-01-01T02:36:12,1
2024-01-01T03:57:25,94
2024-01-01T03:44:53,46
2024-01-01T02:25:09,9
2024-01-01T01:32:47,2
2024-01-01T02:22:17,57
2024-01-01T01:01:41,78
2024-01-01T03:04:27,85
2024-01-01T01:17:11,56
2024-01-01T02:52:59,83
2024-01-01T00:20:39,70
2024-01-01T03:15:28,23
2024-01-01T00:55:32,94
2024-01-01T00:16:00,1
2024-01-01T03:26:35,63
2024-01-01T00:56:11,34
2024-01-01T03:36:26,91
2024-01-01T03:45:17,88
2024-01-01T01:51:22,8
2024-01-01T02:38:43,51
2024-01-01T02:15:35,54
2024-01-01T01:31:16,15
2024-01-01T03:18:02,72
2024-01-01T02:32:03,60
2024-01-01T00:53:27,74
2024-01-01T02:05:44,5
2024-01-01T00:43:44,67
2024-01-01T02:16:58,86
2024-01-01T03:55:17,78
2024-01-01T01:26:55,27
2024-01-01T02:36:11,9
2024-01-01T01:46:47,94
2024-01-01T01:37:24,6
2024-01-01T00:46:25,86
2024-01-01T03:11:57,68
2024-01-01T04:01:44,65
2024-01-01T01:31:42,47
2024-01-01T03:19:15,98
2024-01-01T01:48:18,6
2024-01-01T02:08:38,5
2024-01-01T03:35:23,32
2024-01-01T00:28:50,96
2024-01-01T00:45:52,75
2024-01-01T01:00:55,75
2024-01-01T02:26:59,39
2024-01-01T02:01:18,29
2024-01-01T04:07:38,70
2024-01-01T02:26:26,57
2024-01-01T01:30:42,1
2024-01-01T02:34:42,8
2024-01-01T00:30:42,12
2024-01-01T02:26:00,29
2024-01-01T00:13:35,34
2024-01-01T02:50:18,60
2024-01-01T00:36:24,15
2024-01-01T01:32:32,79
2024-01-01T01:08:54,18
2024-01-01T00:33:56,1
2024-01-01T00:47:56,62
2024-01-01T01:13:03,84
2024-01-01T03:36:33,40
2024-01-01T00:33:45,24
2024-01-01T01:27:29,76
2024-01-01T00:24:05,3
2024-01-01T03:23:13,77
2024-01-01T03:36:56,55
2024-01-01T03:19:09,56
2024-01-01T01:36:40,39
2024-01-01T03:02:58,95
2024-01-01T00:19:03,74
2024-01-01T00:28:16,59
2024-01-01T04:02:26,65
2024-01-01T00:08:48,5
2024-01-01T01:19:44,89
2024-01-01T00:26:15,20
2024-01-01T00:20:03,59
2024-01-01T02:07:15,23
2024-01-01T00:55:08,63
2024-01-01T00:55:06,97
2024-01-01T03:26:21,93
2024-01-01T02:56:58,53
2024-01-01T00:19:08,59
2024-01-01T03:15:39,93
2024-01-01T03:15:19,18
2024-01-01T02:45:29,94
2024-01-01T02:40:25,24
2024-01-01T03:46:34,69
2024-01-01T01:40:12,80
2024-01-01T02:30:21,89
2024-01-01T02:50:31,92
2024-01-01T00:42:27,88
2024-01-01T03:51:07,44
2024-01-01T02:28:53,99
2024-01-01T02:01:37,33
2024-01-01T02:55:34,16
2024-01-01T00:50:14,51
2024-01-01T00:36:20,96
2024-01-01T00:54:18,100
2024-01-01T02:36:31,77
2024-01-01T02:48:28,11
2024-01-01T01:10:22,21
2024-01-01T01:13:40,64
2024-01-01T02:36:55,89
2024-01-01T01:29:25,84
2024-01-01T01:16:23,29
2024-01-01T00:36:04,39
2024-01-01T02:23:08,97
2024-01-01T00:05:42,66
2024-01-01T03:47:08,65
2024-01-01T03:49:02,99
2024-01-01T02:05:25,92
2024-01-01T00:06:47,99
2024-01-01T00:49:31,57
2024-01-01T01:55:52,4
2024-01-01T03:45:25,39
2024-01-01T03:43:12,26
2024-01-01T01:34:51,46
2024-01-01T00:46:35,97
2024-01-01T03:09:46,86
2024-01-01T01:58:56,72
2024-01-01T01:18:05,78
2024-01-01T01:25:05,48
2024-01-01T03:35:10,75
2024-01-01T02:50:14,97
2024-01-01T03:19:07,58
2024-01-01T03:27:51,30
2024-01-01T00:52:32,92
2024-01-01T00:12:28,43
2024-01-01T01:23:17,5
2024-01-01T02:15:24,11
2024-01-01T02:23:04,78
2024-01-01T03:40:24,40
2024-01-01T02:46:48,97
2024-01-01T01:12:27,82
2024-01-01T02:08:14,58
2024-01-01T03:57:54,49
2024-01-01T02:19:57,75
2024-01-01T01:18:48,48
2024-01-01T03:30:32,95
2024-01-01T00:02:02,67
2024-01-01T03:39:36,12
2024-01-01T04:06:28,29
2024-01-01T03:05:16,48
2024-01-01T03:44:25,9
2024-01-01T00:02:36,88
2024-01-01T02:37:20,71
2024-01-01T04:03:32,8
2024-01-01T00:49:53,22
2024-01-01T00:17:32,81
2024-01-01T00:15:00,71
2024-01-01T00:30:11,9
2024-01-01T00:58:59,26
2024-01-01T01:06:33,13
2024-01-01T02:25:31,7
2024-01-01T03:42:25,14
2024-01-01T01:53:33,100
2024-01-01T03:26:51,14
2024-01-01T01:22:59,92
2024-01-01T01:58:21,30
2024-01-01T03:30:16,98
2024-01-01T03:42:32,45
2024-01-01T01:13:27,96
2024-01-01T00:47:58,58
2024-01-01T01:45:28,72
2024-01-01T01:58:43,18
2024-01-01T01:58:54,72
2024-01-01T03:22:36,76
2024-01-01T00:01:34,86
2024-01-01T00:30:48,50
2024-01-01T00:33:59,45
2024-01-01T02:38:37,33
2024-01-01T02:51:35,56
2024-01-01T04:01:45,2
2024-01-01T00:07:44,76
2024-01-01T00:52:45,28
2024-01-01T03:57:26,11
2024-01-01T01:50:54,25
2024-01-01T02:20:52,75
2024-01-01T01:15:50,72
2024-01-01T01:35:55,42
2024-01-01T00:36:05,62
2024-01-01T01:49:20,74
2024-01-01T00:30:45,58
2024-01-01T00:22:13,1
2024-01-01T01:09:30,73
2024-01-01T02:37:09,11
2024-01-01T02:51:59,72
2024-01-01T03:04:53,41
2024-01-01T03:41:45,82
2024-01-01T02:39:00,58
2024-01-01T01:41:47,54
2024-01-01T01:21:59,97
2024-01-01T03:20:08,18
2024-01-01T00:48:37,19
2024-01-01T01:34:42,27
2024-01-01T00:38:17,92
2024-01-01T00:47:49,7
2024-01-01T00:13:23,68
2024-01-01T02:33:36,36
2024-01-01T00:16:39,53
2024-01-01T02:20:30,26
2024-01-01T00:31:38,10
2024-01-01T04:04:47,94
2024-01-01T01:17:30,35
2024-01-01T02:12:00,44
2024-01-01T03:20:50,3
2024-01-01T01:14:29,26
2024-01-01T01:23:34,27
2024-01-01T03:37:58,74
2024-01-01T02:12:23,80
2024-01-01T02:43:28,71
2024-01-01T02:50:09,37
2024-01-01T01:45:29,96
2024-01-01T00:55:45,6
2024-01-01T01:13:09,62
2024-01-01T02:04:02,33
2024-01-01T01:35:15,11
2024-01-01T02:40:39,48
2024-01-01T02:58:07,18
2024-01-01T04:04:44,85
2024-01-01T00:51:31,86
2024-01-01T01:47:41,52
2024-01-01T00:42:39,31
2024-01-01T02:27:56,71
2024-01-01T03:06:35,52
2024-01-01T04:03:06,70
2024-01-01T02:43:42,13
2024-01-01T00:14:37,50
2024-01-01T03:53:44,5
2024-01-01T01:35:43,96
2024-01-01T02:22:46,22
2024-01-01T03:26:23,23
2024-01-01T00:07:12,12
2024-01-01T02:44:20,90
2024-01-01T02:19:06,19
2024-01-01T03:39:27,23
2024-01-01T00:57:11,28
2024-01-01T02:04:00,15
2024-01-01T01:50:51,13
2024-01-01T03:24:59,55
2024-01-01T00:39:49,86
2024-01-01T00:48:34,72
2024-01-01T02:26:17,82
2024-01-01T02:53:11,73
2024-01-01T03:01:05,42
2024-01-01T00:40:35,20
2024-01-01T02:47:21,84
2024-01-01T02:58:41,84
2024-01-01T02:47:03,34
2024-01-01T00:12:52,5
2024-01-01T01:16:07,92
2024-01-01T03:32:52,22
2024-01-01T01:39:33,77
2024-01-01T00:22:29,98
2024-01-01T02:22:35,99
2024-01-01T02:04:05,21
2024-01-01T02:14:47,38
2024-01-01T00:26:51,65
2024-01-01T02:30:11,27
2024-01-01T02:33:40,71
2024-01-01T02:40:43,74
2024-01-01T02:55:56,58
2024-01-01T03:20:40,35
2024-01-01T03:43:57,19
2024-01-01T01:48:20,21
2024-01-01T02:51:40,32
2024-01-01T03:20:54,45
2024-01-01T03:12:15,48
2024-01-01T00:31:09,41
2024-01-01T03:21:50,59
2024-01-01T00:46:16,48
2024-01-01T00:00:42,13
2024-01-01T00:49:13,6
2024-01-01T01:06:38,32
2024-01-01T00:14:45,27
2024-01-01T00:21:38,94
2024-01-01T00:45:50,56
2024-01-01T01:42:09,66
2024-01-01T03:09:43,86
2024-01-01T01:05:16,79
2024-01-01T01:58:23,24
2024-01-01T02:16:52,68
2024-01-01T03:21:41,100
2024-01-01T00:18:24,75
2024-01-01T03:34:43,100
2024-01-01T03:19:43,99
2024-01-01T03:41:43,68
2024-01-01T03:54:41,52
2024-01-01T01:44:24,28
2024-01-01T03:25:05,92
2024-01-01T00:39:21,89
2024-01-01T03:07:29,6
2024-01-01T02:09:45,77
2024-01-01T01:29:32,11
2024-01-01T01:14:44,74
2024-01-01T00:14:33,79
2024-01-01T02:06:12,67
2024-01-01T00:40:45,89
2024-01-01T03:54:57,92
2024-01-01T00:55:53,88
2024-01-01T00:35:43,46
2024-01-01T02:58:45,52
2024-01-01T04:03:37,14
2024-01-01T02:04:25,36
2024-01-01T00:31:22,96
2024-01-01T00:58:11,9
2024-01-01T03:44:50,45
2024-01-01T02:01:06,45
2024-01-01T01:06:17,8
2024-01-01T03:52:59,58
2024-01-01T00:33:37,88
2024-01-01T02:50:45,49
2024-01-01T00:04:56,90
2024-01-01T01:29:12,65
2024-01-01T02:39:41,72
2024-01-01T02:52:56,34
2024-01-01T00:34:52,27
2024-01-01T00:20:25,41
2024-01-01T01:19:47,10
2024-01-01T01:56:10,98
2024-01-01T02:13:41,70
2024-01-01T01:30:17,38
2024-01-01T02:20:49,69
2024-01-01T02:39:35,70
2024-01-01T02:18:51,36
2024-01-01T03:49:20,7
2024-01-01T03:51:31,87
2024-01-01T04:07:53,28
2024-01-01T00:09:39,43
2024-01-01T04:09:18,18
2024-01-01T01:45:14,33
2024-01-01T02:12:43,77
2024-01-01T00:37:16,12
2024-01-01T00:27:47,45
2024-01-01T03:47:28,92
2024-01-01T00:54:24,5
2024-01-01T01:54:53,52
2024-01-01T03:20:46,75
2024-01-01T03:15:31,24
2024-01-01T04:06:41,23
2024-01-01T00:25:43,13
2024-01-01T01:16:02,19
2024-01-01T02:06:39,66
2024-01-01T02:46:31,24
2024-01-01T01:19:16,37
2024-01-01T03:36:46,71
2024-01-01T00:17:20,3
2024-01-01T00:42:42,90
2024-01-01T04:03:38,93
2024-01-01T02:48:41,49
2024-01-01T01:09:34,98
2024-01-01T01:20:40,15
2024-01-01T03:07:19,50
2024-01-01T00:54:49,67
2024-01-01T00:13:33,21
2024-01-01T02:03:19,51
2024-01-01T03:23:39,5
2024-01-01T01:13:59,69
2024-01-01T01:59:24,31
2024-01-01T00:50:42,100
2024-01-01T01:31:19,91
2024-01-01T03:58:45,45
2024-01-01T01:56:50,47
2024-01-01T01:28:46,71
2024-01-01T03:12:00,63
2024-01-01T01:33:50,36
2024-01-01T02:12:28,41
2024-01-01T01:06:03,37
2024-01-01T02:13:25,80
2024-01-01T03:09:39,27
2024-01-01T03:42:12,67
2024-01-01T00:39:34,55
2024-01-01T01:20:53,28
2024-01-01T01:51:18,64
2024-01-01T00:51:45,42
2024-01-01T00:21:41,50
2024-01-01T02:13:27,54
2024-01-01T03:34:30,39
2024-01-01T03:57:59,57
2024-01-01T03:45:42,62
2024-01-01T01:35:02,36
2024-01-01T03:04:24,87
2024-01-01T02:57:29,53
2024-01-01T03:00:53,25
2024-01-01T03:39:28,13
2024-01-01T00:53:05,42
2024-01-01T01:27:46,21
2024-01-01T02:24:58,42
2024-01-01T01:28:29,89
2024-01-01T00:36:57,14
2024-01-01T00:43:59,98
2024-01-01T02:36:19,99
2024-01-01T01:30:09,19
2024-01-01T03:12:12,64
2024-01-01T01:45:53,6
2024-01-01T01:50:26,64
2024-01-01T02:56:17,92
2024-01-01T03:52:29,29
2024-01-01T00:02:22,30
2024-01-01T02:11:20,16
2024-01-01T03:39:23,95
2024-01-01T02:45:07,53
2024-01-01T02:05:37,90
2024-01-01T03:38:57,100
2024-01-01T00:48:01,82
2024-01-01T03:04:48,20
2024-01-01T03:58:35,76
2024-01-01T02:21:13,15
2024-01-01T00:51:57,63
2024-01-01T00:58:34,56
2024-01-01T00:27:21,20
2024-01-01T01:18:37,20
2024-01-01T00:28:23,73
2024-01-01T01:25:39,80
2024-01-01T01:07:49,16
2024-01-01T01:12:39,49
2024-01-01T02:21:35,90
2024-01-01T03:29:58,83
2024-01-01T03:30:30,70
2024-01-01T04:06:18,1
2024-01-01T01:40:58,54
2024-01-01T03:58:23,2
2024-01-01T00:34:53,31
2024-01-01T02:25:57,15
2024-01-01T03:01:33,97
2024-01-01T02:36:24,32
2024-01-01T00:53:59,95
2024-01-01T03:14:57,49
2024-01-01T01:11:55,51
2024-01-01T03:52:20,55
2024-01-01T02:58:33,58
2024-01-01T03:28:15,29
2024-01-01T04:00:37,85
2024-01-01T03:13:28,71
2024-01-01T00:09:47,34
2024-01-01T01:04:48,15
2024-01-01T00:06:19,86
2024-01-01T02:21:23,70
2024-01-01T00:35:04,41
2024-01-01T03:45:11,63
2024-01-01T03:47:05,94
2024-01-01T04:05:35,37
2024-01-01T03:15:26,99
2024-01-01T02:05:52,91
2024-01-01T03:03:45,89
2024-01-01T03:18:10,24
2024-01-01T03:52:01,47
2024-01-01T02:29:44,37
2024-01-01T00:33:03,79
2024-01-01T02:41:22,20
2024-01-01T00:58:01,52
2024-01-01T00:01:28,26
2024-01-01T03:49:38,66
2024-01-01T03:53:15,9
2024-01-01T03:39:31,83
2024-01-01T00:24:36,18
2024-01-01T03:18:26,28
2024-01-01T00:00:27,54
2024-01-01T00:52:18,96
2024-01-01T02:56:20,29
2024-01-01T02:18:33,74
2024-01-01T02:59:51,20
2024-01-01T02:53:41,25
2024-01-01T01:07:53,6
2024-01-01T02:27:00,71
2024-01-01T03:27:25,25
2024-01-01T03:10:23,81
2024-01-01T00:42:12,45
2024-01-01T03:10:49,10
2024-01-01T02:26:39,49
2024-01-01T01:13:31,94
2024-01-01T01:26:04,48
2024-01-01T00:30:50,16
2024-01-01T02:11:06,97
2024-01-01T00:46:19,23
2024-01-01T02:38:14,20
2024-01-01T02:30:05,31
2024-01-01T04:09:22,53
2024-01-01T01:36:12,83
2024-01-01T02:06:38,81
2024-01-01T00:56:07,48
2024-01-01T01:49:56,98
2024-01-01T02:34:09,87
2024-01-01T03:07:00,71
2024-01-01T03:11:42,64
2024-01-01T00:07:39,55
2024-01-01T02:03:41,48
2024-01-01T00:30:26,45
2024-01-01T01:25:08,44
2024-01-01T01:09:03,66
2024-01-01T02:57:20,4
2024-01-01T03:07:24,26
2024-01-01T03:56:04,7
2024-01-01T00:27:36,99
2024-01-01T02:51:55,33
2024-01-01T03:20:34,14
2024-01-01T03:59:39,92
2024-01-01T04:01:17,29
2024-01-01T02:20:38,9
2024-01-01T00:30:27,48
2024-01-01T03:32:58,37
2024-01-01T02:04:17,13
2024-01-01T01:51:01,6
2024-01-01T02:08:50,44
2024-01-01T02:39:51,37
2024-01-01T02:06:30,89
2024-01-01T00:31:11,75
2024-01-01T03:58:12,58
2024-01-01T03:08:29,71
2024-01-01T01:46:20,95
2024-01-01T03:01:16,25
2024-01-01T04:00:17,95
2024-01-01T01:31:48,70
2024-01-01T03:50:26,12
2024-01-01T00:10:21,79
2024-01-01T01:17:46,39
2024-01-01T01:11:48,59
2024-01-01T01:22:43,14
2024-01-01T02:05:41,54
2024-01-01T00:42:50,24
2024-01-01T02:25:16,94
2024-01-01T02:56:40,77
2024-01-01T01:35:48,85
2024-01-01T03:53:51,35
2024-01-01T04:04:21,52
2024-01-01T00:36:17,75
2024-01-01T00:16:22,100
2024-01-01T01:44:57,36
2024-01-01T00:52:57,64
2024-01-01T01:18:35,23
2024-01-01T03:44:26,54
2024-01-01T00:31:45,21
2024-01-01T01:04:09,25
2024-01-01T03:51:22,14
2024-01-01T03:39:43,33
2024-01-01T03:34:38,84
2024-01-01T00:00:55,39
2024-01-01T00:45:32,62
2024-01-01T02:42:58,84
2024-01-01T00:16:31,53
2024-01-01T04:04:55,34
2024-01-01T01:15:03,58
2024-01-01T00:35:00,72
2024-01-01T01:12:36,37
2024-01-01T04:09:30,62
2024-01-01T00:06:38,31
2024-01-01T03:09:21,14
2024-01-01T01:01:37,78
2024-01-01T02:44:55,50
2024-01-01T02:46:42,60
